"all_dataset$Group" "CBendsProportion" "IBendsProportion" "Length4BoutCount" "TimeFactor" "Transition_jg_Proportion" "Transition_ess_Proportion" "Transition_gg_Proportion" "JBendsProportion" "TotalBoutCount" "Transition_sgs_Proportion" "Transition_gss_Proportion" "ScootsProportion" "Transition_sg_Proportion" "Transition_is_Proportion" "OBendsProportion" "Transition_sss_Proportion" "HBendsProportion" "Transition_js_Proportion" "Transition_cs_Proportion" "Length5BoutCount" "Transition_gs_Proportion" "Transition_css_Proportion" "Transition_oss_Proportion" "Transition_hs_Proportion" "Length6PlusBoutCount" "Transition_os_Proportion" "Transition_hss_Proportion" "Transition_iss_Proportion" "Transition_es_Proportion" "Transition_jss_Proportion" "EBendsProportion" "Length2BoutCount" "GBendsProportion" "Transition_ss_Proportion" "Length1BoutCount" "Length3BoutCount"
"Aripiprazole_10microM" 0.0228554603122394 0.0619140269112552 2.33333333333333 11 0 0.0132692307692308 0.00903120520393927 0.0253364231332744 130.416666666667 0.0100904811992273 0.105817059861778 0.519671903980316 0.0102235442650475 0.0462285719943861 0.0867150100287897 0.480644493313171 0.0109714107395692 0.00367216117216117 0.0172547577828656 3.33333333333333 0.0900635241228598 0.0316614382734806 0.00266227180527383 0.00760376063186843 1.75 0.0023620559334845 0.00656862745098039 0.0488769744483954 0.0120449014606696 0.00485482654600302 0.0208344719341299 12.6666666666667 0.168367959627093 0.520173691797725 93.5833333333333 16.6666666666667
"Aripiprazole_10microM" 0.0230212414168257 0.0688495027085511 2.63636363636364 12 0 0.0086490082733716 0.00583353107921291 0.0192587203103321 128.272727272727 0.0203174603174603 0.151958274310519 0.5152530645029 0.022866999102029 0.0503924454486783 0.00795747309546011 0.414861919046358 0.0168811906402501 0.00495615521579219 0.0162171130618637 2.54545454545455 0.0991924888949827 0.0262286442771307 0.00602150537634409 0.00787374189336155 1 0.00384706439393939 0.0130756677497909 0.0624912809649381 0.01392788543355 0.00903701070911091 0.0302256709462141 11.5454545454545 0.136734954561285 0.497645849134768 91.8181818181818 18.5454545454545
"Aripiprazole_10microM" 0.0256300516994491 0.0749569497163291 1.54545454545455 13 0 0.0101999184006528 0.00601447647025509 0.0197174752146816 105 0.00795793633650931 0.0864145170171972 0.574260756894076 0.00625777849134908 0.0577667006398747 0.099048897881185 0.491518104759924 0.0565329099070153 0.00342971718024483 0.0149035262740726 2.63636363636364 0.0749089307853713 0.0289007973650496 0.00357197142422861 0.00798388551300584 1.09090909090909 0.00268878718535469 0.00955479022834484 0.0536324792734991 0.0108530906306897 0.00564168819982773 0.0251025566851875 12 0.124750402002076 0.525690093466188 75.8181818181818 11.9090909090909
"Aripiprazole_1microM" 0.0494083912902581 0.155278723783752 8.41666666666667 1 0.000680272108843537 0.00617481748505845 0.0191833038516666 0.0343525509899742 486.166666666667 0.0112898492230175 0.228112865966381 0.337790661222395 0.0272681962651953 0.100892694047481 0.0173481211501297 0.4162696182445 0.0280901955267024 0.0128604674184757 0.028205978272546 5.66666666666667 0.234506568009663 0.0391141036139998 0.0178295578942131 0.0175060444625043 3.08333333333333 0.0122912399658085 0.0227148771607873 0.10719309719346 0.00752793146945187 0.0189646210722758 0.0154737737082952 64.4166666666667 0.362257582328494 0.48847203322239 353.25 51.3333333333333
"Aripiprazole_1microM" 0.0678812783267542 0.201858476880431 6.66666666666667 2 0.000757575757575758 0.00710938671464987 0.0109342069617692 0.0309951950235731 346.916666666667 0.0101486905511274 0.215854873730005 0.31605726659369 0.0164572138025087 0.14403976031069 0.0320665829706073 0.361794171646156 0.0366024130015302 0.0141349566986423 0.0350261762176422 3.41666666666667 0.205313947475836 0.0684048180774551 0.0419583930808142 0.0282090592599166 1.91666666666667 0.0202452008413172 0.0262785553829297 0.13621235242877 0.00713097042923421 0.0264060576247293 0.0154377535528783 44.9166666666667 0.299101033650535 0.468970912437343 251.416666666667 38.5833333333333
"Aripiprazole_1microM" 0.0845707421836942 0.211122420066706 5.75 3 0.000520833333333333 0.00825879661757524 0.0112196094015063 0.0371336919487517 300.083333333333 0.00575265527214818 0.147840720516763 0.333410037827774 0.00989681235263765 0.139258281393964 0.0338889933667306 0.391717613963412 0.0450185234237877 0.015655792751931 0.0642694985416955 4.5 0.152400409996783 0.121179182818821 0.0614313815869511 0.023843385314675 1.75 0.0318712843598008 0.0166281002965661 0.127105685309823 0.0124792345736555 0.0251984311575868 0.0210485650049082 40.8333333333333 0.233807026177647 0.498499591966504 218.083333333333 29.1666666666667
"Aripiprazole_1microM" 0.0858696474209195 0.184634764697395 3.41666666666667 4 0.00115740740740741 0.00336052836052836 0.00431699369915409 0.0325743125711526 232.916666666667 0.00243055555555556 0.206933034071192 0.368107957234024 0.0083073814726409 0.129131457172031 0.0327409874108667 0.393686382141132 0.0559311631062756 0.0206686534274784 0.0417413353356768 2.91666666666667 0.156141713945275 0.0775520434137251 0.0648552410065568 0.053268950094501 1.41666666666667 0.0304854426981454 0.036437876148242 0.0942345677904086 0.00809674454016321 0.0421273450317096 0.0157248853746143 28.3333333333333 0.224416282184751 0.496854460430131 170.666666666667 26.1666666666667
"Aripiprazole_1microM" 0.0823672960899608 0.208493246453273 2.5 5 0.00408496732026144 0.00629104379104379 0.00313164649798313 0.0360469914741428 177.833333333333 0.0053450642042875 0.21309040576664 0.363569754055379 0.00671917601281303 0.10938915492326 0.0364541089574119 0.445467121153065 0.0310038774715248 0.0215538306175778 0.0447670140444497 2.66666666666667 0.166264429064912 0.0937513605991867 0.0376392001392001 0.01854391751215 0.833333333333333 0.0259064617651739 0.0100882403330694 0.11960936279214 0.0079129499556385 0.0295854143680231 0.0284663645720902 21.1666666666667 0.213598360926218 0.551972992851058 130.416666666667 20.25
"Aripiprazole_1microM" 0.0659963566706695 0.176304695218424 2.83333333333333 6 0.00467995169082126 0.00268817204301075 0.00494123931623932 0.0397279563191851 174.666666666667 0.00541419078653121 0.122168436402009 0.396815777111008 0.012944790985295 0.116861249255402 0.0354211068945795 0.531803879008342 0.0347768257224308 0.0151986693079739 0.0388785973995292 2.83333333333333 0.139238610563488 0.0730583567900046 0.069540442279804 0.0203783629685143 1 0.0370458569878578 0.0216966966966967 0.0916280587524731 0.00182962001586272 0.0289897852397852 0.0177868243291769 19.0833333333333 0.233170457734527 0.573888805667717 131 17.9166666666667
"Aripiprazole_1microM" 0.0686241257973829 0.167255671239356 2.83333333333333 7 0.00498239206991 0.0100291867954911 0.00312500879511189 0.0390268883244981 169 0.00758807588075881 0.119679999371583 0.42248102024459 0.0128859265628113 0.0978163522350937 0.0373175553771546 0.573611127255204 0.0402030785009859 0.0179748840001884 0.0344486585456226 2.16666666666667 0.135829652766965 0.0573871306605349 0.0530919194319052 0.0294837064288498 0.666666666666667 0.0377453300809097 0.0257940327117529 0.0941319945605141 0.0122667527604387 0.0274255494005466 0.0214170551472794 20.3333333333333 0.203674605368753 0.586933345446644 127.083333333333 15.9166666666667
"Aripiprazole_1microM" 0.062223840614164 0.143008119696973 2.25 8 0 0.00449810606060606 0.0041023166023166 0.0367410947147362 162.083333333333 0 0.147744340262723 0.473746710241807 0.00334601556343578 0.0939012235649065 0.0419826307864654 0.561326262760086 0.0382932713744813 0.0195648726233833 0.0514265656142825 1.66666666666667 0.140693467902396 0.0781492204102498 0.0638346434669964 0.0164122396555879 0.416666666666667 0.0461868456655988 0.0106407326444091 0.072645449593979 0.00687463622019093 0.0447950708061002 0.0127267025035224 17.0833333333333 0.19127763006785 0.599290418431274 125.166666666667 15.5
"Aripiprazole_1microM" 0.0613321852364226 0.14596473796095 3.41666666666667 9 0.00170068027210884 0.00944843551011397 0.00468715335145374 0.0312128311042013 160.166666666667 0.00310574438481415 0.137332893069495 0.489734885891498 0.011084895907347 0.0839464186348296 0.0390469732267335 0.534976649582449 0.0233576955454831 0.0117669852422807 0.0399688671740281 2.58333333333333 0.143946996904666 0.0723271614073889 0.0707732445423958 0.022857494895636 0.75 0.0399348731626914 0.00872737585726809 0.103318363254434 0.0131097878899634 0.0138702085785613 0.0194249782709752 17.6666666666667 0.189925712763736 0.574403973747563 118.666666666667 17.0833333333333
"Aripiprazole_1microM" 0.0492918101174617 0.128323334593689 2.58333333333333 10 0.00257690305381068 0.0202191987906274 0.000645994832041344 0.0325898766594956 176.416666666667 0.00389366272824919 0.139267429130524 0.494695199456497 0.00701644270220643 0.0740574246378206 0.0422605626111817 0.613899457281251 0.0269221101668395 0.00414287948381562 0.022253465247654 1.58333333333333 0.164953228232536 0.0404328392494528 0.0685201784786821 0.0154312300468463 0.5 0.0388548544705179 0.01137917201457 0.0569373169684379 0.0129702254107666 0.00856388766153169 0.0120140358807642 21.25 0.213903070514071 0.624526205431895 132.333333333333 18.1666666666667
"Aripiprazole_1microM" 0.0576143722418347 0.109369547214197 3.08333333333333 11 0 0.00347222222222222 0.00922939068100359 0.0296649529169048 121.083333333333 0.00623219373219373 0.144634637008925 0.555411039352342 0.00902702892199943 0.0851138825285437 0.039285056496414 0.58229391598106 0.0265720757608319 0.0243996404334499 0.0326569873536501 1.66666666666667 0.141637542113752 0.0497005346803734 0.0551121317013158 0.0074602447465196 0.916666666666667 0.0494780908673886 0.00962400055141991 0.0717182720206914 0.0117827868852459 0.0264041514041514 0.0103616192587448 12.75 0.17172133675873 0.604305457771663 90.6666666666667 12
"Aripiprazole_1microM" 0.0603214184894366 0.128311639883244 2 12 0.00189393939393939 0.0173995351626931 0.00134408602150538 0.0375121905172903 132.416666666667 0.012876743139901 0.0987408497934814 0.515532414636212 0.00674846804615394 0.0880687977769842 0.0528232550394714 0.580023207786366 0.0318868462350275 0.0142230592237356 0.0405338926188062 1.58333333333333 0.0963399767737579 0.0972767485925381 0.0560297645823962 0.0147555588147138 0.583333333333333 0.038573699503006 0.0239846167477746 0.050826756089914 0.0166726407843716 0.0280808080808081 0.00978572454298364 13.6666666666667 0.163826510656335 0.648138899949347 101.583333333333 13
"Aripiprazole_1microM" 0.0536458174987851 0.151168097307631 2.45454545454545 13 0.00204876822523881 0.0154761904761905 0.00326135852451642 0.0422433827246542 160.363636363636 0.00208333333333333 0.131485865017842 0.469668482382621 0.00590153503823944 0.110034086291187 0.0364625630323625 0.560992909437677 0.0283484512122031 0.00521755082716095 0.0184450503748165 2 0.128361503137831 0.0269444444444444 0.0694743601574997 0.0124028521757556 1 0.0384879526159453 0.00555555555555556 0.0681719115294697 0.00805048432375825 0.00600544481358435 0.00654850472011578 20.0909090909091 0.211914701121627 0.557494780902702 118.818181818182 16
"Aripiprazole_3microM" 0.060463186882352 0.190758052788671 7 1 0.000393081761006289 0.0114827961455959 0.0221444064060813 0.0383193511293082 407.666666666667 0.0171188309482795 0.192459174006732 0.328911127989678 0.0263574122625686 0.121258829187312 0.0111523488449505 0.443304813779241 0.0349248863347396 0.0101243268728752 0.0282517054490014 5.33333333333333 0.207129446067611 0.044931187522144 0.0140857480174994 0.0144623723244002 3.91666666666667 0.00856263798099344 0.0168404373800843 0.109037445351353 0.0116952799867956 0.0105028442909898 0.0182576342199182 51.5 0.317213411810382 0.494399877001399 300.666666666667 39.25
"Aripiprazole_3microM" 0.0888868367673157 0.252020016628289 7.58333333333333 2 0.000766314310882556 0.0469483034168206 0.00711825300285067 0.0448520200760605 284.916666666667 0.0127571407947528 0.149482651357972 0.275075856403465 0.0141407054578937 0.168872055418286 0.0188653345569697 0.308753421087601 0.0513768799100741 0.0154477635898604 0.0549606230688328 4.16666666666667 0.170110752214278 0.130311117182823 0.0108248505480262 0.0335422500340537 3.75 0.014818573520778 0.0271327906435099 0.190550442601253 0.0114549320775559 0.0268492247245743 0.0217000508633108 38 0.247223004794515 0.43575477681758 203 28.4166666666667
"Aripiprazole_3microM" 0.0933805003249023 0.214063667254435 5 3 0.00245098039215686 0.0127329054950708 0.012002863811075 0.0340013098583276 245.666666666667 0.0145912612257205 0.156706859398951 0.312559546464524 0.0137037000624821 0.14767154390894 0.0314344504972474 0.409359145880748 0.0514240793690506 0.00969637220585312 0.0567762606530797 3.25 0.206799582737439 0.111408623436803 0.0488783640297078 0.0146853799198234 2.16666666666667 0.0288578283058948 0.00917083536440811 0.126045616155935 0.0102224270491365 0.0238311575928398 0.0253080752586008 33.1666666666667 0.237828370972912 0.453032440391003 176.583333333333 25.5
"Aripiprazole_3microM" 0.0710888162686734 0.193866253629479 3.66666666666667 4 0.00416666666666667 0.0123136690353671 0.00616031270079246 0.0470500420088051 210.5 0.00813492063492063 0.131450936816503 0.344519138564139 0.0230946045107586 0.147894810169161 0.0314200099016186 0.445585515986459 0.0330606200260377 0.00712626333603665 0.034913714515973 2.16666666666667 0.15227274386115 0.0744819885739697 0.0357944051929901 0.0231044701223356 1.16666666666667 0.0284648430424306 0.0306821585123472 0.185385951836424 0.00958709463654331 0.0172500499151443 0.0217609943824279 28.5 0.257234125218819 0.514426385288751 155 20
"Aripiprazole_3microM" 0.0844585002996733 0.215266726757531 2.58333333333333 5 0.000809061488673139 0.00950854700854701 0.00614056021893586 0.0471612629940201 180.333333333333 0.0027972027972028 0.134340414487473 0.315939357548531 0.0124339869445104 0.118173950478165 0.0265271648361901 0.435915636650931 0.0372911995495802 0.0238692784582777 0.0545058057532395 2.08333333333333 0.182239534219584 0.115249946132299 0.0342569399554694 0.0274689243141882 0.583333333333333 0.0289089754396897 0.0145736208236208 0.128053808936162 0.0105106516290727 0.0714458743870508 0.0210057007718723 22 0.252350087242601 0.475048407910874 137.666666666667 15.4166666666667
"Aripiprazole_3microM" 0.0900211134761038 0.191486809872371 2.75 6 0 0.0146464646464646 0.00216577241225129 0.0311287717947584 132.083333333333 0.00228310502283105 0.140569720274118 0.379656744780734 0.0183460079473255 0.150798806321458 0.03988723259693 0.53479198843294 0.0359827614718417 0.0272640472464416 0.0387139014321464 0.416666666666667 0.18488876379973 0.079271613590287 0.0316835371629892 0.030463354886101 0.333333333333333 0.027181007190094 0.0201739820701609 0.0788803542047954 0.0121168811812675 0.0527777777777778 0.0183514005694404 18.75 0.213485165437821 0.458188860505583 98.9166666666667 10.9166666666667
"Aripiprazole_3microM" 0.0818779863040371 0.160129698676059 2.58333333333333 7 0 0.00295138888888889 0.000353107344632768 0.0361792449693803 131.916666666667 0.0140376984126984 0.154373982498982 0.406212221490829 0.0111022552268488 0.12189737781865 0.0305682244181119 0.555638863451363 0.0493317803929388 0.0160485960664373 0.0544915900559373 1.58333333333333 0.160762952256997 0.0963217338217338 0.0229580026455026 0.0265591524076083 0.333333333333333 0.0129631710228462 0.0157490079365079 0.103166971916972 0.00825767999044084 0.0127728174603175 0.0155152092512662 18.1666666666667 0.220185634497378 0.564170569261426 96.8333333333333 12.4166666666667
"Aripiprazole_3microM" 0.0497018486904825 0.141672787098418 1.75 8 0 0.00833333333333333 0.0070202386839069 0.0393340695755047 115.166666666667 0.0114789374133719 0.118670682966325 0.471911434340848 0.0349464536825688 0.105960454491616 0.0399153408516153 0.498280302398534 0.024462433292743 0.00822952450351041 0.0471251545736031 1 0.13365705543856 0.101336391696985 0.0171721816909508 0.0441661059810932 0.666666666666667 0.0164792013023433 0.0645643804513466 0.0972795604166357 0.0102865879721638 0.0218881856540084 0.0155393130363102 12.6666666666667 0.217462773114078 0.56033201226768 88.1666666666667 10.9166666666667
"Aripiprazole_3microM" 0.0415169992115585 0.142800886157988 2.16666666666667 9 0.00385395537525355 0.0168269230769231 0.00213779956427015 0.0403777622419146 128.25 0.011039886039886 0.133659896795862 0.487913673151099 0.0203120821782079 0.122509291565331 0.0395122710430519 0.510531783843187 0.0262158245032454 0.024414931055709 0.0342624863689506 1.16666666666667 0.134743158115992 0.0814235723665548 0.0524122174122174 0.0249390136580539 0.583333333333333 0.0357480847612427 0.0224298540965208 0.0855752077681902 0.0101336642284918 0.0507964257964258 0.0141546570764101 14.9166666666667 0.207507926614733 0.562019831990207 98.25 11.1666666666667
"Aripiprazole_3microM" 0.0534584308743265 0.12248535576222 1.41666666666667 10 0.00413359788359788 0.0125 0.00156717276282494 0.0364352109448109 97.5 0.00308641975308642 0.11424350072085 0.507897013800553 0.00452898550724638 0.0832817398534521 0.0341800558895094 0.571809835045129 0.0314481385078106 0.00652982918429143 0.0328307763090372 1 0.170711639668767 0.0842045247217661 0.0503603357051633 0.02239022415493 0.416666666666667 0.03249286657316 0.011555829228243 0.0817619959861339 0.0177769151138716 0.0109126984126984 0.0193146143372516 13.0833333333333 0.194781179883519 0.553438090559675 73.1666666666667 8.41666666666667
"Aripiprazole_3microM" 0.0478776019257787 0.103353846767039 1 11 0.0143557422969188 0.0184974747474747 0.00134408602150538 0.0314324300698854 70.75 0.00252525252525253 0.107584618110934 0.532954720090287 0.00328207051762941 0.0945388941230902 0.0362895705877576 0.453010643717881 0.0411659598649631 0.00592320261437908 0.0266756529542234 0.583333333333333 0.146519550260294 0.0518064416090732 0.0418402777777778 0.0227129611534536 0.333333333333333 0.0326644040073486 0 0.073014963228779 0.016613533854402 0.00555555555555556 0.0204052949460581 8 0.186520575748231 0.501109816338591 54.4166666666667 6.41666666666667
"Aripiprazole_3microM" 0.0586670921146371 0.111298765204576 1.41666666666667 12 0 0.00520833333333333 0 0.0454192834523123 75.3333333333333 0.015625 0.159871031746032 0.532732954955401 0.0144972506268187 0.102252069360699 0.0353982435497264 0.490839947089947 0.0346934113415864 0.0171792365340752 0.0440331221413769 0.75 0.155446143911341 0.109457671957672 0.0342261904761905 0.0309775219243658 0.0833333333333333 0.0298529888153857 0.0119047619047619 0.0982969576719577 0.0103535353535354 0.0461309523809524 0.0197306088147104 9.58333333333333 0.162059640567051 0.549118842567428 58.3333333333333 5.16666666666667
"Aripiprazole_3microM" 0.0421763127586395 0.114999581275841 1 13 0 0.00725308641975309 0.00595238095238095 0.0386463576499195 90.8333333333333 0.00462962962962963 0.156464822396195 0.552850071131365 0.00386904761904762 0.116485390349784 0.042322700950886 0.560203939125508 0.0365839512403 0.00340136054421769 0.0239880421865716 1.08333333333333 0.10791676462216 0.0439231248054777 0.0446794672284868 0.0231711039637869 0.166666666666667 0.0356155603266948 0.0226851851851852 0.12375525708859 0.00752107938519088 0.00617283950617284 0.0178619447886606 9.5 0.154559080204388 0.605935021544009 71.6666666666667 7.41666666666667
"Cariprazine_10microM" 0.0731658741903716 0.206852498526195 3.75 1 0.000300842358604091 0.00763846228146431 0.00345640664826334 0.0271119473925257 415 0.00751634761754118 0.235833879332123 0.348480641595499 0.00950311674268623 0.126077693549076 0.0208329715813568 0.390073091694842 0.0415092366762902 0.0162437942866703 0.0477948347001617 2.91666666666667 0.185635688315382 0.0948703002864476 0.0234346438770935 0.0207732207799204 1.08333333333333 0.0195094650998649 0.023671011200014 0.142658537502449 0.0054489938326672 0.0336203101213243 0.0125838897640512 36.3333333333333 0.269462940273711 0.535035086112736 330 40.9166666666667
"Cariprazine_10microM" 0.129725826447196 0.23679295896257 2.58333333333333 2 0.00258931497869551 0.0354343730367855 0.00144675925925926 0.0502777991823302 234.5 0.00562791866925725 0.111159419082626 0.283917173767049 0.00621220737236795 0.171981309115171 0.0203463390043751 0.288172683592092 0.0583150575605759 0.0312113917843026 0.0816639804266034 2.66666666666667 0.124037163456729 0.236858908342793 0.0189542386289777 0.0411110087076934 0.666666666666667 0.021209337596798 0.0473525418097929 0.159265765294642 0.0246302797923411 0.067435602080533 0.0338355537737153 25.75 0.186789291302189 0.46518827053558 176.583333333333 26.25
"Cariprazine_10microM" 0.113782791647396 0.266791567649875 2.16666666666667 3 0 0.0255747520453403 0 0.0477065948757617 164.916666666667 0 0.122007791049219 0.29295486826272 0.0311036706349206 0.170872327903578 0.0149277469452842 0.326672793172076 0.0601804941261576 0.0330638598686606 0.0811161798480639 1.83333333333333 0.117434449021858 0.165697803013979 0.00422008547008547 0.0442649393430644 0.166666666666667 0.00326123529248529 0.0493705172955532 0.147053231719659 0.022802906006031 0.0584017110738775 0.0287336938077828 20.4166666666667 0.174922242685023 0.442233572921979 123.833333333333 16.5
"Cariprazine_10microM" 0.10372514625316 0.192472990460642 2.08333333333333 4 0 0.00902418383621391 0.00432407005355334 0.0455072371900427 113.5 0 0.146799742112242 0.349622682642286 0.00411666812647806 0.119508463909666 0.0178747826596868 0.408806434687544 0.0398180952843062 0.0153145579065255 0.0595796601897132 1.83333333333333 0.134254056883048 0.131150386789485 0.0167594310451453 0.0597429050737294 0.25 0.0143360906419075 0.0946097694217995 0.135965004374309 0.00640420771002453 0.0376692410174553 0.0270330781266195 12.75 0.223945987383256 0.563883373233898 84.6666666666667 11.9166666666667
