"all_dataset$Group" "CBendsProportion" "IBendsProportion" "JBendsProportion" "Transition_sis_Proportion" "Length4BoutCount" "TimeFactor" "Transition_sgs_Proportion" "Transition_jg_Proportion" "Transition_ess_Proportion" "Transition_gss_Proportion" "Transition_ssg_Proportion" "Transition_sj_Proportion" "Transition_css_Proportion" "Transition_ggs_Proportion" "Transition_se_Proportion" "OBendsProportion" "Transition_sss_Proportion" "ScootsProportion" "Transition_is_Proportion" "Transition_sgg_Proportion" "Transition_gs_Proportion" "Length3BoutCount" "Transition_sc_Proportion" "Transition_os_Proportion" "Transition_jss_Proportion" "Transition_ss_Proportion" "Transition_cs_Proportion" "Transition_oss_Proportion" "Transition_js_Proportion" "Transition_hs_Proportion" "EBendsProportion" "Length6PlusBoutCount" "Transition_sg_Proportion" "Length2BoutCount" "Transition_gj_Proportion" "TotalBoutCount" "Transition_si_Proportion" "Transition_jgs_Proportion" "HBendsProportion" "Length1BoutCount" "Transition_es_Proportion" "Transition_ig_Proportion" "Transition_gg_Proportion" "Transition_hss_Proportion" "Length5BoutCount" "Transition_iss_Proportion" "GBendsProportion" "Transition_so_Proportion" "Transition_sh_Proportion"
"Aripiprazole_10microM" 0.0382440372668609 0.112996193153802 0.0535572664465203 0.00780780780780781 1.5 11 0.00572447447447447 0 0 0.11741160087842 0 0.00141242937853107 0.040453204512129 0.00347222222222222 0 0.0281471949299199 0.661790374061541 0.508111253492314 0.0853845856480223 0 0.147349589004883 8.08333333333333 0.00547504025764895 0.0313447145648233 0.023683756492681 0.595868500382861 0.0309926833795517 0.0447887900977146 0.0126602458895055 0.0227130579124262 0.0152730306481053 0.416666666666667 0.0147582378779413 12.6666666666667 0 105.833333333333 0.00563603063603064 0 0.030689255099955 82.25 0.00908881731807691 0.00411931818181818 0.00503561778432817 0.0127314814814815 0.916666666666667 0.0508734461823707 0.212981768962523 0.00185185185185185 0.00701974476845516
"Aripiprazole_10microM" 0.0277574797181347 0.133573318775316 0.0420529916574944 0.00260416666666667 1.33333333333333 12 0.0258547008547009 0 0.0120287698412698 0.17450206043956 0.0173611111111111 0.00565610859728507 0.0366020553520554 0.00462962962962963 0 0.0242357449237165 0.477652382339882 0.518050069708652 0.117184199542801 0.00462962962962963 0.166247813544266 7.25 0.00193798449612403 0.0159587623404313 0.0393227143227143 0.539981294108258 0.0255018530143536 0.0266782407407407 0.0189300557529012 0.0137597358692693 0.0124694860201965 0.416666666666667 0.0421529769169988 11.5833333333333 0.00193798449612403 94.3333333333333 0.0054978354978355 0 0.0260064237918954 73 0.0108296962326634 0.00490196078431373 0.0045045045045045 0.00260416666666667 0.75 0.131859864672365 0.215854485404594 0.00438896488828089 0
"Aripiprazole_10microM" 0.0375667836965343 0.132822920352663 0.0401007655165685 0.0036231884057971 1.3 13 0.0119047619047619 0 0 0.0909584980237154 0 0.00265621047305844 0.0187747035573123 0 0 0.0314870087038121 0.479839544513458 0.532421372786229 0.0707674788957719 0 0.0840608977634164 6.2 0.00141242937853107 0.0490180741840601 0.0646056841709016 0.514913576494943 0.00736481033091203 0.0670995670995671 0.0242239465920793 0.0182775087436104 0.0127792277977506 0.5 0.0189886518605104 9.3 0 95.3 0.0121505364033136 0 0.0176258521134005 77.4 0.00124378109452736 0.0119047619047619 0.00833333333333333 0 0.6 0.0726143421795596 0.195196069033042 0.0028735632183908 0
"Aripiprazole_1microM" 0.114316112920781 0.252196855712837 0.0753839159675361 0.00208333333333333 1.33333333333333 1 0.00208333333333333 0 0.0279584462511292 0.129364850210297 0 0.00396825396825397 0.136002449485988 0 0 0.0423152087476087 0.396750108434583 0.260379758569666 0.161259877455621 0 0.130808034273186 14.5 0.00672844227816144 0.0480961875969244 0.0835604745118262 0.463965648425406 0.0756337554391163 0.0579258210256662 0.0368284313598111 0.0323972563674425 0.017112665566617 0.166666666666667 0.00698583947247049 20.0833333333333 0 227.666666666667 0.00732188800370619 0 0.0649843192886898 190.916666666667 0.00877525252525252 0 0.00225225225225225 0.0373094046874535 0.666666666666667 0.108112572377184 0.173311163226265 0.000841750841750842 0
"Aripiprazole_1microM" 0.139255472875272 0.256474706655323 0.0685859219941594 0 0.166666666666667 2 0 0.0157106782106782 0.0119047619047619 0.0975198412698413 0 0 0.159126984126984 0 0.00416666666666667 0.0239959669615778 0.282043650793651 0.282068888155977 0.105977594687272 0 0.150590971155487 4.16666666666667 0.00268817204301075 0.0204365079365079 0.140873015873016 0.410608775931357 0.0895298026346413 0.0277777777777778 0.0703149001536098 0.0464081095129482 0.0163318316614756 0.0833333333333333 0.0416666666666667 5 0 65.4166666666667 0.00555555555555556 0.0119047619047619 0.0743045392358472 55.5833333333333 0.0157106782106782 0 0 0.0347222222222222 0.416666666666667 0.11656746031746 0.138982672460368 0 0
"Aripiprazole_1microM" 0.149054988890947 0.250533726337475 0.0797852694521664 0 0.166666666666667 3 0 0 0.0119047619047619 0.0662698412698413 0 0.0285714285714286 0.0682539682539682 0 0.00641025641025641 0.0509266734329879 0.258531746031746 0.291621008801628 0.15224358974359 0 0.058403749028749 2.16666666666667 0 0.0754464285714286 0.0863095238095238 0.366671638546638 0.070770202020202 0.0555555555555556 0.0966104497354497 0.117281445406445 0.0186720643088568 0.0833333333333333 0 2.75 0 34.75 0.00520833333333333 0 0.0521878495591715 29.3333333333333 0.00641025641025641 0 0 0.0119047619047619 0.25 0.121031746031746 0.107218419216768 0 0.00555555555555556
"Aripiprazole_1microM" 0.11055742943706 0.186404850013203 0.0542299047558922 0.0166666666666667 0.0833333333333333 4 0.0277777777777778 0 0.0486111111111111 0.0827380952380952 0 0.0121527777777778 0.0494047619047619 0 0 0.0487659764196437 0.302976190476191 0.395835189012968 0.0928766835016835 0 0.119712000962001 2.41666666666667 0.00757575757575758 0.0315806878306878 0.11468253968254 0.363008056758057 0.0446127946127946 0 0.0569173881673882 0.103409090909091 0.0129744437832921 0.166666666666667 0.0119047619047619 2.91666666666667 0 30.8333333333333 0.00520833333333333 0 0.0678409000569676 25.25 0.015625 0 0 0.0119047619047619 0 0.0952380952380952 0.123391306520973 0 0.00520833333333333
"Aripiprazole_1microM" 0.154999799489475 0.213671935876431 0.0551481309173785 0 0.25 5 0 0 0 0.125462962962963 0 0 0.0611111111111111 0 0 0.0661143557638923 0.25462962962963 0.302540227586351 0.0455565998329156 0 0.113016917293233 2.5 0 0.0465486633249791 0.168518518518519 0.352403066489754 0.0565718831392206 0.0925925925925926 0.0776444788441693 0.0191885964912281 0.0101649564161977 0 0 1.66666666666667 0 25.9166666666667 0.0173611111111111 0 0.0810223435829488 21.25 0 0 0 0.00925925925925926 0.25 0.00925925925925926 0.116338250367326 0 0
"Aripiprazole_1microM" 0.110804399330781 0.202324823370784 0.0595703894288606 0 0.166666666666667 6 0 0 0 0.066765873015873 0 0.0119047619047619 0.100793650793651 0 0 0.106891835860104 0.350099206349206 0.314868847990603 0.116269841269841 0 0.0764911014911015 2.5 0.0138888888888889 0.0649470899470899 0.169642857142857 0.381349913702855 0.0979575163398693 0.00555555555555556 0.0643656452479982 0.0549603174603175 0.0127709842995169 0.0833333333333333 0.0142857142857143 3.41666666666667 0 37.25 0 0 0.0586831659401722 30.8333333333333 0 0 0 0.0119047619047619 0.25 0.128571428571429 0.134085553779179 0 0.00833333333333333
"Aripiprazole_1microM" 0.132138678913845 0.184244327757531 0.0355829124579125 0 0.166666666666667 7 0 0 0.0833333333333333 0.0346590909090909 0 0 0.203472222222222 0 0 0.0919684901790501 0.39040404040404 0.359329953958696 0.0592086834733893 0 0.0481481481481481 2.41666666666667 0 0.141997354497354 0.0353535353535354 0.551291627762216 0.0791160908807968 0.120833333333333 0.0174603174603175 0 0.0273181375155059 0.166666666666667 0.0416666666666667 2 0 33.5 0 0 0.0376168799524063 28.75 0.0361111111111111 0 0 0 0 0.0486111111111111 0.131800619265053 0 0
"Aripiprazole_1microM" 0.0783895484211926 0.135053202296544 0.10805890749658 0.0416666666666667 0.5 8 0 0.00694444444444444 0 0.0404761904761905 0 0 0.136904761904762 0 0 0.0683014444584643 0.284325396825397 0.462594846637268 0.0598290598290598 0 0.116452991452991 0.916666666666667 0 0.113873626373626 0.0333333333333333 0.381700244200244 0.0525030525030525 0.138888888888889 0.0133547008547009 0.0128205128205128 0.015546218487395 0 0.00694444444444444 1.75 0 25.5833333333333 0.0550213675213675 0.0119047619047619 0.0436705037588251 22.0833333333333 0 0 0 0 0.333333333333333 0.0416666666666667 0.0883853284437312 0 0
"Aripiprazole_1microM" 0.118286087916805 0.123341892439288 0.0757832454804559 0 0.5 9 0.00555555555555556 0.00833333333333333 0.0166666666666667 0.105263157894737 0 0.0124777183600713 0.0465277777777778 0 0 0.0786819109660741 0.534414160401003 0.395677860672071 0.114124487004104 0 0.068141054871561 3.16666666666667 0 0.0568171454628363 0.114327485380117 0.56387593444707 0.033859629122967 0.0934941520467836 0.0680693736268292 0.0281862745098039 0.0223972614783515 0.0833333333333333 0.00245098039215686 3.16666666666667 0 40.5 0 0 0.0563584144227371 33.0833333333333 0.00749354005167959 0 0.00490196078431373 0.0104166666666667 0.5 0.0286915204678363 0.129473326624218 0.00833333333333333 0.00490196078431373
"Aripiprazole_1microM" 0.0935363149232049 0.187285118285799 0.0421517538659414 0 0.25 10 0 0 0.00925925925925926 0.0656084656084656 0 0 0.0535714285714286 0 0 0.0378619297289857 0.319973544973545 0.432835443425417 0.10754794973545 0 0.0567817939141469 2.41666666666667 0 0.00750612745098039 0.141534391534392 0.540206440482176 0.0813174094424094 0.0152116402116402 0.0689143713040772 0.0183150183150183 0.00765519040166927 0.0833333333333333 0 2.41666666666667 0 25.5833333333333 0 0 0.0702583291922278 20.3333333333333 0.0215686274509804 0 0 0.0833333333333333 0.0833333333333333 0.14484126984127 0.128415920176755 0.00260416666666667 0
"Aripiprazole_1microM" 0.121786315536316 0.156763317700818 0.0743531545614879 0 0.583333333333333 11 0 0 0 0 0 0 0.0238095238095238 0 0 0.097029822029822 0.629166666666667 0.410700507054674 0.0969393179919496 0 0.025062656641604 1.25 0.00595238095238095 0.0175438596491228 0.175892857142857 0.596607522594365 0.0508928571428571 0.03125 0.0727752145515303 0.0657738095238095 0.00473484848484848 0.0833333333333333 0 1.91666666666667 0 24.5833333333333 0.0119047619047619 0 0.0470568783068783 20.5833333333333 0.0119047619047619 0 0 0.0327380952380952 0.166666666666667 0.0327380952380952 0.0875751563251563 0 0
"Aripiprazole_1microM" 0.0605206000426589 0.111518012896689 0.125571109854198 0 0.166666666666667 12 0.0833333333333333 0.00520833333333333 0 0.0324074074074074 0.00925925925925926 0 0.0166666666666667 0 0 0.126628987842223 0.230176767676768 0.399083648513796 0.123651537302853 0.00925925925925926 0.0812752367028683 1.83333333333333 0 0.0255499860763019 0.307449494949495 0.374010705425179 0.0179141034404192 0.0214646464646465 0.1338589529379 0.0208333333333333 0.0116003787878788 0.0833333333333333 0.0336174242424242 2.08333333333333 0 23.4166666666667 0 0.00925925925925926 0.0512316319301613 19.0833333333333 0 0 0.00520833333333333 0 0.166666666666667 0.0307239057239057 0.113845630132395 0 0
"Aripiprazole_1microM" 0.0974591571521396 0.188043348378926 0.0679675769730849 0 0.0833333333333333 13 0 0 0 0.0208333333333333 0 0 0.1 0 0 0.0334534493959219 0.299007936507937 0.50215539679177 0.109325396825397 0 0.0761904761904762 1.25 0 0.0492424242424242 0.148809523809524 0.547077922077922 0.0515873015873016 0.0952380952380952 0.0687229437229437 0.0416666666666667 0.0119617224880383 0 0.0277777777777778 1.91666666666667 0 22.0833333333333 0.0208333333333333 0 0.0224463304726463 18.5833333333333 0 0 0.00757575757575758 0 0.25 0.169444444444444 0.0765130183474737 0 0
"Aripiprazole_3microM" 0.0669654492241157 0.183746832218464 0.0572736258782249 0.00591817186644773 3.83333333333333 1 0.00198412698412698 0 0 0.140111294470774 0.00191570881226054 0.00336853687080051 0.0683402048570056 0 0.00036231884057971 0.0360682433455265 0.505833642354869 0.364468486636316 0.146986468282686 0.00266645956301129 0.173943178813156 23.0833333333333 0.0020054770916598 0.034889794458475 0.0374420914288724 0.504719455310139 0.0449492858879315 0.0580669398065211 0.0219752957866704 0.0223675293474233 0.0128620485520562 0.916666666666667 0.0117775733060468 32.3333333333333 0 262.916666666667 0.0111229004756666 0 0.0412242040056565 199.666666666667 0.00272760706113109 0.00163888897958858 0.00188571083484459 0.0191378289288506 3.08333333333333 0.132574505119027 0.23739111013964 0.00317001468887208 0.00324629233952044
"Aripiprazole_3microM" 0.0731704509761993 0.156197212062115 0.0528605581314351 0 0.75 2 0 0.0102258852258852 0.00203252032520325 0.0695847851335656 0 0.00378787878787879 0.0684830300683959 0 0 0.0426707161663183 0.506245967221577 0.498969873250336 0.10069141827509 0 0.0777173455165342 7.25 0.00297619047619048 0.0623007931831461 0.113937282229965 0.565707180286288 0.0382768037686902 0.0609126984126984 0.0545192168036996 0.0442263461660013 0.0141384294775022 0.333333333333333 0 7.75 0 74.75 0.021035956380784 0 0.0387705924893881 57.75 0.00189393939393939 0 0 0.0646825396825397 0.916666666666667 0.0863433991482772 0.123222167446705 0 0.00213675213675214
"Aripiprazole_3microM" 0.0842822581708517 0.158813466380867 0.0886485542319665 0.00641025641025641 0.166666666666667 3 0.00308641975308642 0.0142485678836356 0.115740740740741 0.0866571699905033 0 0 0.0697530864197531 0 0 0.0364325963944246 0.341479526283448 0.468428158432423 0.145324754986694 0 0.0828801572298497 6.33333333333333 0.00490196078431373 0.0859365205784533 0.0711524495838221 0.516867422273778 0.0402781740035915 0.0946455505279035 0.0370894080453602 0.00978311528346483 0.0229385222155086 0.0833333333333333 0.00273224043715847 6.33333333333333 0 62.1666666666667 0.00696167631651503 0 0.0305528138730187 48.8333333333333 0.0399261153736857 0 0 0.0222222222222222 0.416666666666667 0.175617283950617 0.10990363030094 0.00219298245614035 0.00136612021857923
"Aripiprazole_3microM" 0.078018842006203 0.116665001623657 0.0536768106656882 0 0.416666666666667 4 0 0.0166666666666667 0.00595238095238095 0.109457671957672 0 0.00416666666666667 0.102792492595124 0 0 0.0641444340276376 0.525692071086808 0.457506318236871 0.0675917751581888 0.00595238095238095 0.0836159867172676 4.83333333333333 0 0.0415770609318996 0.0147243107769424 0.58957596879205 0.0679478119350036 0.0578042328042328 0.00988084859052601 0.00694444444444444 0.0274067445515104 0.166666666666667 0.00268817204301075 4.83333333333333 0 59.25 0.00674603174603175 0 0.0221624881907494 48.3333333333333 0.00685483870967742 0 0.00268817204301075 0.0168350168350168 0.583333333333333 0.0483555796055796 0.0970860273643506 0 0
"Aripiprazole_3microM" 0.0903743649560854 0.165326823124002 0.0427836480255973 0 0.333333333333333 5 0 0 0.00833333333333333 0.0742424242424242 0 0 0.200396825396825 0 0 0.0488178396128323 0.446176046176046 0.440855608767035 0.0954040626221999 0 0.12616508854254 4.83333333333333 0 0.0411787400145243 0.154906204906205 0.507553348974918 0.0680578249818446 0.00297619047619048 0.0592679878219094 0.0219195156695157 0.022894250568214 0 0.00829475308641975 5.91666666666667 0 55.0833333333333 0.00163398692810458 0 0.0414152034028195 43.3333333333333 0.0165123456790123 0 0 0 0.666666666666667 0.0490800865800866 0.147532261543414 0.00308641975308642 0
"Aripiprazole_3microM" 0.0692149453100794 0.149883025506593 0.039181221047012 0 0.333333333333333 6 0.0138888888888889 0.00925925925925926 0.0330357142857143 0.0620039682539683 0 0 0.0847222222222222 0 0 0.0618587777566807 0.434722222222222 0.480076306088846 0.0680353787938927 0 0.0997486908993617 4.25 0 0.0669327500080854 0.0488095238095238 0.62740739270667 0.0549906797326818 0.16359126984127 0.0282875258365454 0.0121020142949968 0.013166681277103 0 0.012636165577342 4.66666666666667 0 50.8333333333333 0 0 0.0441079340073919 41.1666666666667 0.013763197586727 0 0 0.0202380952380952 0.416666666666667 0.049702380952381 0.142511109006294 0.00245098039215686 0
"Aripiprazole_3microM" 0.102968948616851 0.120262712555865 0.0575983210600831 0 0.75 7 0 0 0.0263888888888889 0.0416666666666667 0 0.00231481481481481 0.162244152046784 0 0 0.0467408987350545 0.462317251461988 0.467086526845096 0.0585156467557783 0 0.115229982006298 4.5 0.00231481481481481 0.0282242063492063 0.0712719298245614 0.559563304629094 0.0677863529014845 0.0111111111111111 0.0407762528650686 0.0287946428571429 0.0325144317865461 0.0833333333333333 0.0043859649122807 3.58333333333333 0 52.0833333333333 0 0 0.0470130961129089 42.75 0.00876068376068376 0 0 0.0101851851851852 0.416666666666667 0.0481481481481481 0.125815064287595 0 0
"Aripiprazole_3microM" 0.0791931221115912 0.130818241172231 0.0361931336002696 0.00925925925925926 0.333333333333333 8 0 0.00320512820512821 0.0104166666666667 0.047708078958079 0 0.00231481481481481 0.0810185185185185 0 0.0036231884057971 0.0647746737825333 0.524267399267399 0.517303824336565 0.0725998426126303 0 0.0553600964726284 4.08333333333333 0.00320512820512821 0.102786680911681 0.0541310541310541 0.634957688482305 0.0319456284929431 0.226190476190476 0.0224436392914654 0.0346060943887031 0.0171492177706607 0.166666666666667 0.00490196078431373 3.5 0 49.1666666666667 0.00462962962962963 0 0.0281251570360736 40.4166666666667 0.00490196078431373 0 0 0 0.666666666666667 0.047008547008547 0.126442630190075 0.00231481481481481 0
"Aripiprazole_3microM" 0.106281308959349 0.168572599149845 0.0493548050579132 0.00490196078431373 0.833333333333333 9 0.00490196078431373 0.00203252032520325 0.00520833333333333 0.0360352474323063 0 0.00925925925925926 0.0657242063492064 0 0 0.0523036068260914 0.542431139122316 0.432316906993627 0.0991964718925031 0 0.0781907868069346 4.66666666666667 0 0.0646710669449491 0.138541666666667 0.543502019230116 0.0461884224667708 0.0823412698412698 0.0757384719355194 0.039302672636006 0.0194949942231964 0.0833333333333333 0.015546679197995 5.08333333333333 0 52.8333333333333 0.0113760964912281 0 0.0549559773909931 41.5 0.00540123456790123 0 0 0.0396825396825397 0.666666666666667 0.0417162698412698 0.116719801398985 0 0
"Aripiprazole_3microM" 0.0825676523137671 0.140884787762199 0.0383327766796603 0 0.833333333333333 10 0 0 0.00641025641025641 0.0348193473193473 0 0 0.118864931364931 0 0.00252525252525253 0.0509735480568814 0.411544936544937 0.487648789154577 0.0651082788179562 0 0.178481934731935 4.33333333333333 0 0.0805020248568636 0.113591038591039 0.524060220561644 0.0465054961378491 0.100462962962963 0.0565058004929921 0.0213459032007419 0.0189308265080737 0.0833333333333333 0 4.33333333333333 0 49.75 0.00546594982078853 0 0.0428152629033123 39.6666666666667 0.00873015873015873 0 0 0.0216880341880342 0.5 0.0825757575757576 0.137846356621529 0.00268817204301075 0.00277777777777778
