"Length4Transition_cs_Proportion" "Length6PlusTransition_es_Proportion" "Length2Transition_ig_Proportion" "Length4Transition_is_Proportion" "Length6PlusBoutCBendsProportion" "Length5BoutEBendsProportion" "Length5Transition_iss_Proportion" "Length4BoutCBendsProportion" "Length2Transition_se_Proportion" "Length5Transition_sg_Proportion" "Length2Transition_gi_Proportion" "Length4Transition_sgs_Proportion" "Length3Transition_hs_Proportion" "Length5Transition_css_Proportion" "Length2Transition_si_Proportion" "Length2Transition_js_Proportion" "Length6PlusTransition_sgg_Proportion" "Length2Transition_jg_Proportion" "Length6PlusTransition_ggg_Proportion" "Length6PlusTransition_is_Proportion" "Length5Transition_cs_Proportion" "Length6PlusTransition_iss_Proportion" "Length6PlusBoutEBendsProportion" "Length3Transition_hss_Proportion" "Length4Transition_iss_Proportion" "Length3BoutJBendsProportion" "Length3Transition_js_Proportion" "Length6PlusBoutIBendsProportion" "Length6PlusTransition_sgs_Proportion" "Length3BoutHBendsProportion" "Length6PlusBoutGBendsProportion" "Length4BoutIBendsProportion" "Length3Transition_jss_Proportion" "Length5BoutCBendsProportion" "Length2Transition_hs_Proportion" "Length4BoutEBendsProportion" "Length3Transition_ess_Proportion" "Length4Transition_sgg_Proportion" "Length5BoutGBendsProportion" "Length4Transition_gg_Proportion" "Length6PlusTransition_gg_Proportion" "Length4Transition_sg_Proportion" "Length6PlusBoutScootsProportion" "Length2Transition_os_Proportion" "Length4BoutScootsProportion" "Length2Transition_cs_Proportion" "Length2BoutHBendsProportion" "Length3Transition_sg_Proportion" "Length4Transition_gss_Proportion" "Length5Transition_gss_Proportion" "Length5Transition_gs_Proportion" "Length3Transition_oss_Proportion" "Length3Transition_es_Proportion" "Length5BoutScootsProportion" "Length3Transition_os_Proportion" "Length2Transition_sg_Proportion" "Length6PlusTransition_sg_Proportion" "Length4Transition_gs_Proportion" "Length2BoutJBendsProportion" "Length6PlusTransition_gss_Proportion" "Length3BoutOBendsProportion" "Length3BoutIBendsProportion" "Length6PlusTransition_gs_Proportion" "Length2BoutCount" "Length4Transition_sss_Proportion" "Length2BoutOBendsProportion" "Length2Transition_es_Proportion" "Length6PlusTransition_ssg_Proportion" "Length4Transition_ss_Proportion" "Length3Transition_is_Proportion" "Length3Transition_iss_Proportion" "Length4BoutGBendsProportion" "Length2Transition_is_Proportion" "Length2BoutCBendsProportion" "Length3BoutEBendsProportion" "Length2Transition_gg_Proportion" "Length2BoutIBendsProportion" "Length6PlusTransition_sss_Proportion" "Length1BoutJBendsProportion" "Length6PlusTransition_ss_Proportion" "Length3BoutGBendsProportion" "Length5Transition_ss_Proportion" "Length2BoutEBendsProportion" "Length5Transition_sss_Proportion" "Length4BoutCount" "Length3BoutScootsProportion" "Length3Transition_gs_Proportion" "Length2BoutScootsProportion" "Length3BoutCount" "Length2Transition_gs_Proportion" "Length5BoutCount" "Length2BoutGBendsProportion" "Length3Transition_gss_Proportion" "Length1BoutHBendsProportion" "TotalBoutCount" "Length3Transition_cs_Proportion" "Length1BoutOBendsProportion" "Length3Transition_css_Proportion" "Length3Transition_ss_Proportion" "Length6PlusBoutCount" "Length3BoutCBendsProportion" "Length1BoutIBendsProportion" "Length3Transition_sss_Proportion" "Length1BoutCount" "Length2Transition_ss_Proportion" "Length1BoutScootsProportion" "Length1BoutCBendsProportion" "Length1BoutEBendsProportion" "Length1BoutGBendsProportion" "TimeFactor" "Group"
0.00347222222222222 0.000464252553389044 0 0.0201388888888889 0.00340136054421769 0.0125 0.00308641975308642 0.00390625 0 0.0202546296296296 0.00268817204301075 0.00416666666666667 0.0115740740740741 0.0231481481481482 0.00789650537634409 0 0.00842151675485009 0.015625 0.0210684891240447 0 0.0173611111111111 0 0.00102040816326531 0.0231481481481482 0.0302083333333333 0.0147828863346105 0.0106661079182631 0.000408163265306122 0.0119323192239859 0.00925925925925925 0.113182296728215 0.0528645833333333 0.0213322158365262 0.0208333333333333 0.015625 0.0234375 0.0262940425212231 0.025 0.0493055555555556 0.0222222222222222 0.0256522293225554 0.0194444444444444 0.875627227081309 0.1 0.81328125 0.0302709899749373 0.0173611111111111 0.0181530214424951 0.0545138888888889 0.0169753086419753 0.0231481481481482 0.04087784539103 0.0157511879272782 0.890277777777778 0.020438922695515 0.0387036916111619 0.0173046671469578 0.0391203703703704 0.0251068376068376 0.0454328336272781 0.0181055241213243 0.0192108129801628 0.0420025236959531 10.3333333333333 0.420833333333333 0.0684587813620072 0.0168269230769231 0.0154670047031158 0.497222222222222 0.0214093495585369 0.038432734204793 0.0908854166666667 0.0599912078583556 0.0355652753679069 0.0190394321673013 0.0288978494623656 0.06185276829377 0.460947604350382 0.0393923829452601 0.486615301849163 0.103321624576429 0.552083333333333 0.0301816239316239 0.524691358024691 3 0.79718112542456 0.107603828106157 0.560936719383239 12.6666666666667 0.183304589793342 3 0.200536882943504 0.168484946660657 0.0266607970298616 100.416666666667 0.0238741689204417 0.0364490266008858 0.0477483378408835 0.572552652337402 4.75 0.0190993351363534 0.0846808843903925 0.389393517035772 66.6666666666667 0.177646290820102 0.542937823494237 0.0783104799048143 0.0509983574009715 0.140570248233577 11 "Clozapine_10microM"
0.0104166666666667 0.000300842358604091 0 0.0833333333333333 0 0 0 0.009375 0.0388888888888889 0.00714285714285714 0.00277777777777778 0 0 0.0224867724867725 0.01875 0.00333333333333333 0.00199800399201597 0.00833333333333333 0.00749301397205589 0.00918806298717344 0.0168650793650794 0.0111023472767726 0.00553902116402116 0 0.125 0.00971659919028339 0.0117577597840756 0.0383561939268461 0.00249900199600798 0 0.037568691964472 0.0875 0.0235155195681511 0.0231292517006803 0.00333333333333333 0 0.0147435897435897 0.0150462962962963 0.0536054421768708 0.0192901234567901 0.008460003800114 0.0100308641975309 0.900100246383814 0.0173611111111111 0.808333333333333 0.0228703703703704 0.00825 0.00473484848484848 0.0462962962962963 0.0335978835978836 0.0251984126984127 0.0833333333333333 0.00737179487179487 0.913741496598639 0.0416666666666667 0.0243055555555556 0.00402337070112103 0.0401234567901235 0.011 0.0218410920095293 0.0318979266347687 0.0208156277534268 0.0187851261515936 9.66666666666667 0.486111111111111 0.0145833333333333 0.0266666666666667 0.0033313373253493 0.592592592592593 0.021693657219973 0.043387314439946 0.075 0.0430555555555556 0.0286388888888889 0.0129370629370629 0.012037037037037 0.0491666666666667 0.569957425650491 0.0286657264658986 0.586585517824462 0.0437088961012406 0.513293650793651 0.0393333333333333 0.48994708994709 3.25 0.851434663157151 0.0275871058765796 0.709972222222222 10.6666666666667 0.172268518518519 3.58333333333333 0.139055555555556 0.0450246391035865 0.013970573653717 102.666666666667 0.0197143499775079 0.0693039259617429 0.0324842555105713 0.715861550729972 5.91666666666667 0.0294892242260663 0.0794898218754094 0.594617224880383 69.5833333333333 0.393796296296296 0.534324389272833 0.0473801852420348 0.0444590551315643 0.1824063223968 12 "Clozapine_10microM"
0 0 0 0.00793650793650794 0 0.0125 0.00308641975308642 0.0178571428571429 0 0.00138888888888889 0.0107638888888889 0.0208333333333333 0.00208333333333333 0 0.0148148148148148 0.00641025641025641 0.00178229410512875 0.00555555555555556 0.00516067248350713 0.00218812162546178 0 0.0024702121476315 0.0104166666666667 0 0.00595238095238095 0.00757575757575757 0.00378787878787879 0.0109277296777297 0.00265642197951063 0.00416666666666666 0.0455420000874547 0.0293367346938775 0.00757575757575758 0 0.0290178571428571 0.014030612244898 0.0168350168350168 0.0510912698412698 0.0372222222222222 0.0472883597883598 0.00700092117383866 0.0479497354497354 0.916446936901482 0 0.733843537414966 0 0.0293367346938775 0.00880376344086022 0.0615079365079365 0.0169753086419753 0.0127314814814815 0.0122053872053872 0.00841750841750842 0.936388888888889 0.0061026936026936 0.0888176638176638 0.00386597397445507 0.0502645502645503 0.0102564102564103 0.0199792566251799 0.0061026936026936 0.0290082194493959 0.0173783354407807 6.75 0.29265873015873 0.00446428571428571 0.00555555555555556 0.00311050509488406 0.362433862433862 0.0290082194493959 0.0448851257674787 0.178146258503401 0.0180288461538462 0.0102040816326531 0.0105008417508417 0.00520833333333333 0.0510683760683761 0.434917744825697 0.0490853042007223 0.445768795311141 0.0422732623515356 0.306828703703704 0.01875 0.297993827160494 2.25 0.88391632964688 0.0326406458640804 0.655302633874062 10.9166666666667 0.131069393569394 2.83333333333333 0.220617477760335 0.0530501089324619 0.0193760236912472 85.25 0.016456228956229 0.0182100632049208 0.0329124579124579 0.544467404915697 4.5 0.0164562289562289 0.0719163226747185 0.455963972425073 57.75 0.229450295075295 0.546772164470317 0.0357637330036526 0.0583121095191878 0.200564279235234 13 "Clozapine_10microM"
0.0208333333333333 0.00396825396825397 0.0104545454545455 0.0486111111111111 0.0296428571428572 0.02 0.0347222222222222 0.0532407407407407 0.00378787878787879 0.00520833333333333 0.0123913043478261 0.0104166666666667 0.0262265512265512 0.0625 0.00893280632411067 0.0432167832167832 0.018713214099199 0.0403337725076855 0.0216262437178261 0.0164136598261914 0.046875 0.0110614867415893 0.0160714285714286 0.0484848484848485 0.0555555555555556 0.0269299051117233 0.0336952861952862 0.0269041879837334 0.0208090769264391 0.0190738554374918 0.104683493094207 0.108796296296296 0.0673905723905724 0.045 0.0249231444883619 0.00694444444444444 0.0166666666666667 0 0.0175 0 0.044342009980823 0.0115740740740741 0.804548682558423 0.075002153643458 0.592592592592593 0.135899589540894 0.0342088872918912 0.00333333333333333 0.0833333333333333 0.0104166666666667 0.0078125 0.0312698412698413 0.0146296296296296 0.855833333333333 0.0173015873015873 0.0211352657004831 0.0337117043364478 0.0694444444444444 0.0620812257571151 0.0351837533506811 0.0137950937950938 0.0489247452883816 0.0314703687541475 14.75 0.225694444444444 0.0479170927886343 0.0358201581027668 0.021197541163358 0.333333333333333 0.0436736411736412 0.035045695045695 0.0902777777777778 0.165671936758893 0.11020083013166 0.0159499759499759 0.00741106719367589 0.141840939034615 0.589755674397819 0.0688859121729433 0.629683726678471 0.0354243736061918 0.662326388888889 0.0489861061204935 0.586805555555556 2.66666666666667 0.777224189951463 0.0400577200577201 0.437123285147001 11.5833333333333 0.0878282828282828 2.33333333333333 0.11764163372859 0.0667821067821068 0.062385884114016 113.416666666667 0.0678487253487254 0.108044104156227 0.135697450697451 0.608167388167388 3.5 0.062677860859679 0.144978806710358 0.407498797498798 78.5833333333333 0.0690436133914395 0.251979227832483 0.173994635793973 0.0442906948345622 0.145440734385437 1 "Clozapine_1microM"
0.00925925925925926 0.0122454231306522 0.009755291005291 0.0497685185185185 0.0293867243867244 0.048015873015873 0.025462962962963 0.0164930555555556 0.00347222222222222 0.0328621031746032 0.0246963684463684 0 0.0220100308641975 0.0138888888888889 0.0233585858585859 0.0240318283081441 0.0196926315071878 0.0323773448773449 0.0196926315071878 0.0293529033054734 0.0104166666666667 0.0318320807544945 0.0234136002886003 0.030516975308642 0.0677083333333333 0.014793771043771 0.0169823232323232 0.048015873015873 0.0207924028533321 0.0183770576131687 0.123853452697036 0.0928819444444444 0.0339646464646465 0.00833333333333333 0.0372367946381104 0.0164930555555556 0.0291280864197531 0.0555555555555556 0.0567063492063492 0.0729166666666667 0.0444021325551176 0.0405092592592593 0.765188408219825 0.0446001367053999 0.628472222222222 0.0386722804485962 0.0387550315181894 0.0219468995510662 0.163194444444444 0.0533399470899471 0.0400049603174603 0.0222222222222222 0.017650462962963 0.781428571428571 0.0154320987654321 0.0440623338649654 0.0407423564276691 0.113425925925926 0.0596422400698716 0.0417914378732356 0.0113168724279835 0.0780842485703596 0.0523517711874152 15.9166666666667 0.309027777777778 0.0282524493050809 0.0307163900913901 0.0223281672812391 0.481481481481482 0.0697673661215328 0.0976365840949174 0.189236111111111 0.14382602655629 0.0414177410065568 0.0276748971193415 0.0214646464646465 0.153736297815245 0.57523349124451 0.0416072959861509 0.630945537394569 0.0981598391320613 0.702852182539683 0.0587519540644541 0.630257936507936 3.08333333333333 0.710958961306184 0.0776848344556678 0.433678459089643 13.0833333333333 0.16672797840561 4 0.185765827130959 0.0965698653198653 0.04942552229099 106.333333333333 0.0332509118967452 0.058642348622152 0.0665018237934905 0.599328102453102 3.91666666666667 0.0406343527871305 0.188495239947511 0.411058000641334 66.3333333333333 0.136661097187413 0.325876625873373 0.112562884683607 0.0552489785267568 0.168141104069459 2 "Clozapine_1microM"
0.0150462962962963 0.0311573749073749 0.0446257604464219 0.0469907407407407 0.0168650793650794 0.0757575757575758 0.0208333333333333 0.0434027777777778 0.0036231884057971 0.0381944444444444 0.0321136831517359 0 0.00901559454191033 0.0393518518518518 0.0230184094011119 0.0305963438006782 0.0136002935124667 0.00800653594771242 0.00466177983539095 0.0532529153852683 0.0399305555555556 0.0488759808808118 0.044273088023088 0.0180311890838207 0.05 0.0132414369256474 0.0198621553884712 0.0719023106523107 0.0145709501594519 0.0170757199265971 0.121298652328064 0.0951388888888889 0.0397243107769423 0.0590909090909091 0.0413467045510389 0.0309027777777778 0.0671932234432234 0.00520833333333333 0.0787878787878788 0.0858796296296296 0.0281620152943682 0.0159722222222222 0.742242066212654 0.0122197204240548 0.603125 0.0176190476190476 0.047404222295277 0.0155171582803162 0.0704861111111111 0.0231481481481482 0.0381944444444444 0.0197649572649573 0.0368017399267399 0.693939393939394 0.00988247863247863 0.0118376762382815 0.0316162816162816 0.0613425925925926 0.0458285757730501 0.0671464741291041 0.00658831908831908 0.0953193614377825 0.0676925419572478 19.8333333333333 0.386111111111111 0.014156834531885 0.033338408745879 0.0083533799322198 0.496990740740741 0.0803576783839942 0.102354042156674 0.171180555555556 0.170444177306311 0.0268044057155712 0.0374058811558811 0.0228591816146256 0.164961138911096 0.575310627135986 0.0499671633447524 0.651471816912993 0.105339068825911 0.548611111111111 0.0611966021696524 0.50462962962963 4.25 0.662114554548765 0.109520797185271 0.398403445261524 13.75 0.288513060371622 2.5 0.241244775341944 0.164016612042928 0.048139042237687 132.5 0.0839959808709809 0.0432406205209089 0.167991961741962 0.520599107276739 3.25 0.0629156580910966 0.177794741550327 0.231060959021485 88.9166666666667 0.0683316097860451 0.299601289114102 0.0997703245211484 0.0797591287789233 0.201727689932151 3 "Clozapine_1microM"
0.0162037037037037 0.023194534223946 0.0379523984787143 0.0740740740740741 0.0404431216931217 0.0208333333333333 0.0403439153439153 0.0300925925925926 0.00238095238095238 0.0486111111111111 0.0142302142302142 0 0.0607843137254902 0.00925925925925926 0.00865946918578498 0.0324523429786588 0.00745098039215686 0.00238095238095238 0.00411764705882353 0.0347309009073715 0.0347222222222222 0.0276884355892895 0.0533948921448922 0.12156862745098 0.111111111111111 0.0216600529100529 0.0307539682539683 0.0771174486888773 0.0233828800337339 0.0498563606729241 0.0843803293615324 0.0925925925925926 0.0337301587301587 0.0319444444444444 0.0713412318675477 0.0277777777777778 0 0.0590277777777778 0.13452380952381 0.0601851851851852 0.0137373977931253 0.0393518518518519 0.705290109987478 0.0185869685869686 0.659722222222222 0.0279638490164806 0.0468248126142863 0.0262605042016807 0.0590277777777778 0.117724867724868 0.0882936507936508 0.00490196078431373 0.0180759803921569 0.741865079365079 0.00490196078431373 0.00213675213675214 0.0265974923482663 0.0694444444444444 0.0341222374117111 0.0546333495702075 0.0186188510491916 0.109692941504087 0.0599247201027387 17.5 0.298611111111111 0.0181318681318681 0.0512348762348762 0.0202287581699346 0.407407407407407 0.0937576785100005 0.154616320212295 0.175925925925926 0.189698386408913 0.0466056604214499 0.0475882311989123 0.0410548515811674 0.178379113576482 0.383306339530003 0.0482176249791516 0.473751711251711 0.125787303225384 0.640873015873016 0.0672787008313324 0.509589947089947 2.83333333333333 0.586593731059675 0.0963461042311661 0.440524716511559 11.25 0.146816049447628 2.41666666666667 0.168132890501312 0.150762936753649 0.0766829898456964 113.75 0.0247570519435845 0.0445523932755206 0.0460418816649467 0.449964525283798 3.58333333333333 0.0402025283797729 0.22278138914758 0.194153582485626 76.1666666666667 0.154522451232978 0.240152244962202 0.0769272495064059 0.073338416319794 0.21734769196365 4 "Clozapine_1microM"
0.0518518518518519 0.0230450782195836 0.0181521624750079 0.0774250440917108 0.023558000641334 0.0464226682408501 0.0792772042772043 0.0731601731601732 0.0176732827895619 0.0260711510711511 0.00703871292106586 0.017526455026455 0.0207844932844933 0.0173400673400673 0.0147775190749294 0.0175095603018278 0.0117097387319032 0.0236064234436944 0.0201044325140444 0.0272007156199019 0.0213383838383838 0.024059375295386 0.128260531906365 0.0169444444444444 0.0864748677248677 0.0302669552669552 0.0312698412698413 0.0676921633361027 0.0179726152593258 0.0236008436008436 0.126022710571322 0.139033189033189 0.0625396825396825 0.0335143644234553 0.0468746198082363 0.068488455988456 0.0463852813852814 0.00595238095238095 0.117042351587806 0.00793650793650794 0.035581805632042 0.0404541446208113 0.637175242920192 0.0235105521540328 0.55799062049062 0.0383154749058367 0.0429713627235724 0.0168335137085137 0.0577050264550265 0.0582149332149332 0.0482399544899545 0.0295253357753358 0.0266648629148629 0.623124754033845 0.0147626678876679 0.0430604880372631 0.0279845943145371 0.0430996472663139 0.0281271307034634 0.0529066822919743 0.0142718392718393 0.0968673245945972 0.0568811960834793 26.8333333333333 0.226058201058201 0.0168989037465833 0.0225524749035659 0.0250232230199616 0.353439153439153 0.0669629675879676 0.0977192252192252 0.0951839826839827 0.163416341350915 0.0502564572657011 0.0629155188246097 0.0248587728580889 0.171589859420892 0.310316633431283 0.10993802911574 0.390951532172603 0.10148730057821 0.48020313020313 0.0652564291312144 0.384839234839235 5.33333333333333 0.62415725688453 0.0698590298590299 0.421880965632459 16.8333333333333 0.191436971549134 4.66666666666667 0.203018891376114 0.0992241092241092 0.0505163773766888 179.666666666667 0.049204267954268 0.0451873128661142 0.0743050005550006 0.435832431457432 4.91666666666667 0.0464329609784155 0.221330826973111 0.21591366966367 121.083333333333 0.0916304573233515 0.221545672888799 0.0940872125348901 0.063917265096936 0.19347730314772 5 "Clozapine_1microM"
0.0112802706552707 0.0294486032117765 0.0131172839506173 0.0580840455840456 0.0208072791406125 0.024988344988345 0.0785002035002035 0.0183639277389277 0.0248865286855483 0.0353632478632479 0.00606641123882503 0.0110176282051282 0.0215129392212726 0.00676638176638177 0.00763935842536248 0.0443524254587473 0.00332303457303457 0.010369154047315 0.0187187804010234 0.0491914509757889 0.00667735042735043 0.0247097156682744 0.114642087409945 0.0383962488129155 0.0379273504273504 0.0167815269939453 0.0159939688125963 0.12108563241805 0.0166483810421341 0.0294055466441087 0.0972579162054995 0.157097416472416 0.0319879376251925 0.0128205128205128 0.038198804425985 0.0691530691530692 0.0359980138779158 0.0288862179487179 0.102957042957043 0.027590811965812 0.0271718037195816 0.0287393162393162 0.589038487329915 0.04432949637413 0.550750291375291 0.0370945850490618 0.0468703554508997 0.0270928236614511 0.0810674857549858 0.0604344729344729 0.0699786324786325 0.068482905982906 0.0287519613193633 0.711318681318681 0.034241452991453 0.031209591406515 0.031043514010609 0.103395061728395 0.0464118124319274 0.0712419187794249 0.025897550162256 0.102017945441148 0.0663743656805659 28.4166666666667 0.238790954415954 0.0307930125813609 0.0483107195624099 0.0238222290454214 0.350077160493827 0.104365255069912 0.150750794684618 0.146372377622378 0.175049011306173 0.0522505224981338 0.0359282276970185 0.0352698013490779 0.18179407124329 0.371115084506624 0.0553945448162993 0.468871813866137 0.116711696225585 0.557398504273504 0.0759020623685137 0.484238909238909 7.66666666666667 0.637124748889455 0.110384802878675 0.378510946839031 19.4166666666667 0.165657807911642 5.5 0.187467216586843 0.142435267619091 0.0561668484537168 205 0.0461199793307636 0.0429471466778379 0.0922399586615273 0.473165134837929 6.83333333333333 0.0361327579464834 0.265462769793709 0.193019571205846 137.166666666667 0.0612143206626054 0.195880088397103 0.0872085433646497 0.0679214153547054 0.229018643141979 6 "Clozapine_1microM"
0.0213734567901235 0.00950943907600254 0.0281031604561016 0.0674402757736091 0.0144246306828006 0.0436688311688312 0.0431998556998557 0.0355248917748918 0.0332366707366707 0.0185854076479076 0.0114495798319328 0.0163690476190476 0.0261699879227053 0.0284632034632035 0.0159214092140921 0.0281862234157787 0.0154725699069008 0.0262962773185155 0.0212494065429635 0.026389502988965 0.0228354978354978 0.0163287894634794 0.0398545458069268 0.0376552795031056 0.0825592231842232 0.036736782071927 0.0465072895100069 0.105642119297246 0.0131867918514888 0.0186543880837359 0.143067583349982 0.0896300669027942 0.0744960605014953 0.0287792207792208 0.0419674644925721 0.0422668240850059 0.0267857142857143 0.0449585137085137 0.0996774891774892 0.0389009139009139 0.0487860358370443 0.0448532948532948 0.643088008408186 0.0503812636165577 0.631245080676899 0.0286221947986654 0.0378122107049654 0.0316231021394065 0.108617424242424 0.077756734006734 0.0726032647907648 0.0571946169772257 0.0199663561076605 0.684530303030303 0.0285973084886128 0.019285359547196 0.0348977055659703 0.0869618807118807 0.0653626562342488 0.0533655260280308 0.0190648723257419 0.0637590100452419 0.048536373252325 27.75 0.29258658008658 0.0442732648615002 0.0488678745134986 0.0188701830726707 0.458139931056598 0.0678823038877387 0.115741459627329 0.133589138134593 0.171146606727668 0.0458079034388217 0.0220410628019323 0.0321257870935059 0.146131493844908 0.368366459192803 0.0719794787241222 0.422098658527842 0.107959751936201 0.489143668831169 0.0714994580848239 0.411859668109668 7.41666666666667 0.686708505866115 0.106033615136876 0.393522700265885 17.8333333333333 0.162337937714552 5.08333333333333 0.195590312564846 0.147444358178054 0.0602299071314664 176 0.0562780365769496 0.0408881991708486 0.108587819185645 0.534503321256039 9.25 0.0450756268691051 0.226714662264159 0.242564556015643 108.666666666667 0.0753586044116891 0.170212629270889 0.121985857130882 0.0768559752152822 0.23113329109235 7 "Clozapine_1microM"
0.00983245149911816 0.00159098727210182 0.0330763850878793 0.0488756613756614 0.024010374010374 0.00956709956709957 0.0807780182780183 0.0158369408369408 0.00983796296296296 0.0288690476190476 0.0274305555555556 0.00595238095238095 0.0338847109680443 0.00509259259259259 0.0571911299641185 0.0210978835978836 0.00880875154251498 0.0054673721340388 0.0184111213485006 0.015255256269877 0.00381944444444444 0.0153500148505906 0.059228880592517 0.0618170409837076 0.0548611111111111 0.0294490488934933 0.0391338599671933 0.0398202151831197 0.019420033930626 0.0265770481413756 0.0953210086545614 0.120183982683983 0.0782677199343866 0.00333333333333333 0.0473731223012832 0.0595598845598846 0.0355525566051882 0.0726851851851852 0.0623888232979142 0.0484567901234568 0.0276904801350446 0.0579805996472663 0.748115466313478 0.0231192604755823 0.563888888888889 0.0112068965517241 0.0366829729976282 0.0176844354475933 0.0894510582010582 0.0818241943241943 0.0655348124098124 0.0292777398040556 0.0341453259216417 0.82745769382133 0.0146388699020278 0.0355324074074074 0.0292733435880595 0.0688932980599647 0.0369619670984613 0.0559677545801909 0.0117433735854788 0.0716824814778031 0.0539295358621478 19.5833333333333 0.222089947089947 0.0275205444566077 0.0539834580064465 0.0250623277554237 0.373611111111111 0.0691755369386948 0.114170778863761 0.159145021645022 0.160314799610777 0.0347246928784285 0.0235351555526994 0.0190166408198017 0.188057132974518 0.552843103275671 0.0763833792966573 0.619621562832019 0.114667937109458 0.686124639249639 0.0656626299945265 0.608086820586821 4.58333333333333 0.672569276078048 0.089281813459445 0.419672314966855 15.75 0.174581888949705 4.41666666666667 0.190717744632975 0.103647035225983 0.0615634768901316 144.583333333333 0.0602234834690975 0.038104524042834 0.120446966938195 0.513988014097663 11 0.049775679161644 0.205905175254977 0.242398094920025 89.25 0.103499779541446 0.247573703480508 0.117944276983143 0.0668046820963902 0.185720781955358 8 "Clozapine_1microM"
0.0132275132275132 0.00288817739920528 0.0361111111111111 0.057473544973545 0.00185528756957329 0.0233333333333333 0.0388888888888889 0.0108225108225108 0.0158249158249158 0.0130208333333333 0.00520833333333333 0.00595238095238095 0.0183378974686446 0 0.0454861111111111 0.0222222222222222 0.0169170872144992 0.0145517676767677 0.0513544768950475 0.0111631821461194 0 0.00588762860262514 0.0166757613281677 0.0262591282706225 0.0663690476190476 0.0235636277302944 0.0311787749287749 0.0353400608888929 0.028210919750677 0.013859251907201 0.136357627056634 0.07245670995671 0.0559472934472935 0 0.0380507978334065 0.0846861471861472 0.0573412698412698 0.0307539682539683 0.0810606060606061 0.0411706349206349 0.0685966750181319 0.0244708994708995 0.804795008180477 0.0200757575757576 0.670833333333333 0.0186868686868687 0.0373300486751574 0.0344854412562746 0.0529761904761905 0.0641203703703704 0.0522569444444444 0.0360554478201537 0.0286706349206349 0.816363636363636 0.0180277239100769 0.0838630873956961 0.0479011465483796 0.075 0.073002671643976 0.0591664809317255 0.0134073714956068 0.0641225386083961 0.059644773240157 15.8333333333333 0.364285714285714 0.0293087121212121 0.0696763833992095 0.0279000268614265 0.47880291005291 0.0358941792406126 0.0415800251478919 0.120481601731602 0.177000073195725 0.0260698012736056 0.0388761701261701 0.0233695652173913 0.161153656126482 0.641797318712348 0.0532602189200482 0.682996722269787 0.0783920911505709 0.694270833333333 0.0597261107451325 0.630555555555556 4.16666666666667 0.731911140319834 0.0769011639310405 0.429487126701801 15.4166666666667 0.150393427023862 3.5 0.183921872712634 0.0853003437350969 0.0537382519161245 131.833333333333 0.0517183796595561 0.0337861775415939 0.0970265029088558 0.598451848381066 12.8333333333333 0.0358678086619263 0.200220987501762 0.390293481450936 80.0833333333333 0.0794297138047138 0.254986588119851 0.122299215091386 0.111341751954924 0.170366808954311 9 "Clozapine_1microM"
0.00308641975308642 0.0428999628636207 0.025 0.0666225749559083 0.000483091787439614 0.0103030303030303 0.00555555555555556 0.0188492063492063 0.0138888888888889 0.0423611111111111 0.0222222222222222 0.0244708994708995 0.00721500721500722 0.00462962962962963 0.0576797385620915 0.0201023391812865 0.0108590829825012 0.0301212590299278 0.0223421158391705 0.00849065708708229 0.00347222222222222 0.00878021361541277 0.0778497105607968 0.0144300144300144 0.092989417989418 0.0129960317460317 0.0113095238095238 0.0319608963793271 0.0213731131447429 0.0217081529581529 0.115054392115025 0.0754365079365079 0.0226190476190476 0.00303030303030303 0.0643474495061182 0.00972222222222222 0.0644751082251082 0.0564153439153439 0.113939393939394 0.081305114638448 0.0339800101776573 0.057010582010582 0.767253768122229 0 0.610912698412698 0.00928792569659443 0.0433256855373728 0.0203373015873016 0.112433862433862 0.0435185185185185 0.0493055555555556 0.0455221861471862 0.0348417207792208 0.824242424242424 0.0227610930735931 0.0461343309253526 0.0342960815413934 0.093694885361552 0.0395876332989336 0.0388357968557808 0.0169101731601731 0.0414968133718133 0.04062539927569 11.1666666666667 0.201719576719577 0.00683694530443756 0.0751225490196078 0.0271908846595277 0.379365079365079 0.0430487914862915 0.0634785353535354 0.20484126984127 0.109943977591036 0.0295364637082903 0.0291305916305916 0.0292483660130719 0.128733598702639 0.455807141813014 0.052466298010951 0.51476698534236 0.0811297498797498 0.709722222222222 0.0858197884416925 0.665740740740741 4.08333333333333 0.76146133958634 0.0712549603174603 0.512865957786623 13.9166666666667 0.0691910536144282 3.83333333333333 0.153293927220011 0.0972718253968254 0.055058204702848 101.833333333333 0.0527507215007215 0.0385472934496434 0.10029310966811 0.65211038961039 14 0.0351671476671476 0.168308082813043 0.448065476190476 54.8333333333333 0.250332018772421 0.308748572737271 0.101791121207288 0.0933638345603065 0.181716592518649 10 "Clozapine_1microM"
